,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,Date_No
11814,665,2,21-07-2015,1337,Open,No,No Holiday,No,2015.64086758
11815,666,2,21-07-2015,507,Open,No,No Holiday,No,2015.64086758
11816,667,2,21-07-2015,620,Open,No,No Holiday,Yes,2015.64086758
11817,668,2,21-07-2015,965,Open,No,No Holiday,Yes,2015.64086758
11818,669,2,21-07-2015,306,Open,No,No Holiday,No,2015.64086758
11819,670,2,21-07-2015,614,Open,No,No Holiday,No,2015.64086758
11820,671,2,21-07-2015,618,Open,No,No Holiday,No,2015.64086758
11821,672,2,21-07-2015,1086,Open,No,No Holiday,Yes,2015.64086758
11822,673,2,21-07-2015,564,Open,No,No Holiday,No,2015.64086758
11823,674,2,21-07-2015,766,Open,No,No Holiday,Yes,2015.64086758
11824,675,2,21-07-2015,319,Open,No,No Holiday,Yes,2015.64086758
11825,676,2,21-07-2015,2248,Open,No,No Holiday,No,2015.64086758
11826,677,2,21-07-2015,404,Open,No,No Holiday,No,2015.64086758
11827,678,2,21-07-2015,697,Open,No,No Holiday,Yes,2015.64086758
11828,679,2,21-07-2015,863,Open,No,No Holiday,Yes,2015.64086758
11829,680,2,21-07-2015,709,Open,No,No Holiday,Yes,2015.64086758
11830,681,2,21-07-2015,545,Open,No,No Holiday,No,2015.64086758
11831,682,2,21-07-2015,1764,Open,No,No Holiday,Yes,2015.64086758
11832,683,2,21-07-2015,716,Open,No,No Holiday,Yes,2015.64086758
11833,684,2,21-07-2015,557,Open,No,No Holiday,No,2015.64086758
11834,685,2,21-07-2015,536,Open,No,No Holiday,Yes,2015.64086758
11835,686,2,21-07-2015,677,Open,No,No Holiday,Yes,2015.64086758
11836,687,2,21-07-2015,602,Open,No,No Holiday,Yes,2015.64086758
11837,688,2,21-07-2015,315,Open,No,No Holiday,Yes,2015.64086758
11838,689,2,21-07-2015,571,Open,No,No Holiday,No,2015.64086758
11839,690,2,21-07-2015,693,Open,No,No Holiday,Yes,2015.64086758
11840,691,2,21-07-2015,481,Open,No,No Holiday,Yes,2015.64086758
11841,692,2,21-07-2015,665,Open,No,No Holiday,Yes,2015.64086758
11842,693,2,21-07-2015,371,Open,No,No Holiday,No,2015.64086758
11843,694,2,21-07-2015,693,Open,No,No Holiday,No,2015.64086758
11844,695,2,21-07-2015,434,Open,No,No Holiday,Yes,2015.64086758
11845,696,2,21-07-2015,943,Open,No,No Holiday,Yes,2015.64086758
11846,697,2,21-07-2015,788,Open,No,No Holiday,Yes,2015.64086758
11847,698,2,21-07-2015,1760,Open,No,No Holiday,Yes,2015.64086758
11848,699,2,21-07-2015,874,Open,No,No Holiday,No,2015.64086758
11849,700,2,21-07-2015,598,Open,No,No Holiday,No,2015.64086758
11850,701,2,21-07-2015,491,Open,No,No Holiday,No,2015.64086758
11851,702,2,21-07-2015,262,Open,No,No Holiday,No,2015.64086758
11852,703,2,21-07-2015,327,Open,No,No Holiday,Yes,2015.64086758
11853,704,2,21-07-2015,1035,Open,No,No Holiday,Yes,2015.64086758
11854,705,2,21-07-2015,854,Open,No,No Holiday,Yes,2015.64086758
11855,706,2,21-07-2015,413,Open,No,No Holiday,No,2015.64086758
11856,707,2,21-07-2015,903,Open,No,No Holiday,Yes,2015.64086758
11857,708,2,21-07-2015,441,Open,No,No Holiday,Yes,2015.64086758
11858,709,2,21-07-2015,1498,Open,No,No Holiday,Yes,2015.64086758
11859,710,2,21-07-2015,337,Open,No,No Holiday,No,2015.64086758
11860,711,2,21-07-2015,405,Open,No,No Holiday,No,2015.64086758
11861,712,2,21-07-2015,522,Open,No,No Holiday,No,2015.64086758
11862,713,2,21-07-2015,871,Open,No,No Holiday,Yes,2015.64086758
11863,714,2,21-07-2015,296,Open,No,No Holiday,No,2015.64086758
11864,715,2,21-07-2015,539,Open,No,No Holiday,Yes,2015.64086758
11865,716,2,21-07-2015,374,Open,No,No Holiday,No,2015.64086758
11866,717,2,21-07-2015,442,Open,No,No Holiday,Yes,2015.64086758
11867,718,2,21-07-2015,786,Open,No,No Holiday,No,2015.64086758
11868,719,2,21-07-2015,401,Open,No,No Holiday,No,2015.64086758
11869,720,2,21-07-2015,576,Open,No,No Holiday,Yes,2015.64086758
11870,721,2,21-07-2015,560,Open,No,No Holiday,Yes,2015.64086758
11871,722,2,21-07-2015,1269,Open,No,No Holiday,No,2015.64086758
11872,723,2,21-07-2015,545,Open,No,No Holiday,No,2015.64086758
11873,724,2,21-07-2015,639,Open,No,No Holiday,Yes,2015.64086758
11874,725,2,21-07-2015,491,Open,No,No Holiday,Yes,2015.64086758
11875,726,2,21-07-2015,900,Open,No,No Holiday,Yes,2015.64086758
11876,727,2,21-07-2015,411,Open,No,No Holiday,No,2015.64086758
11877,728,2,21-07-2015,407,Open,No,No Holiday,No,2015.64086758
11878,729,2,21-07-2015,921,Open,No,No Holiday,Yes,2015.64086758
11879,730,2,21-07-2015,732,Open,No,No Holiday,Yes,2015.64086758
11880,731,2,21-07-2015,731,Open,No,No Holiday,Yes,2015.64086758
11881,732,2,21-07-2015,939,Open,No,No Holiday,Yes,2015.64086758
11882,733,2,21-07-2015,3343,Open,No,No Holiday,Yes,2015.64086758
11883,734,2,21-07-2015,432,Open,No,No Holiday,Yes,2015.64086758
11884,735,2,21-07-2015,414,Open,No,No Holiday,Yes,2015.64086758
11885,736,2,21-07-2015,377,Open,No,No Holiday,No,2015.64086758
11886,737,2,21-07-2015,771,Open,No,No Holiday,Yes,2015.64086758
11887,738,2,21-07-2015,568,Open,No,No Holiday,Yes,2015.64086758
11888,739,2,21-07-2015,621,Open,No,No Holiday,No,2015.64086758
11889,740,2,21-07-2015,457,Open,No,No Holiday,No,2015.64086758
11890,741,2,21-07-2015,934,Open,No,No Holiday,No,2015.64086758
11891,742,2,21-07-2015,707,Open,No,No Holiday,Yes,2015.64086758
11892,743,2,21-07-2015,328,Open,No,No Holiday,Yes,2015.64086758
11893,744,2,21-07-2015,713,Open,No,No Holiday,No,2015.64086758
11894,745,2,21-07-2015,607,Open,No,No Holiday,Yes,2015.64086758
11895,746,2,21-07-2015,426,Open,No,No Holiday,No,2015.64086758
11896,747,2,21-07-2015,589,Open,No,No Holiday,Yes,2015.64086758
11897,748,2,21-07-2015,378,Open,No,No Holiday,Yes,2015.64086758
11898,749,2,21-07-2015,556,Open,No,No Holiday,No,2015.64086758
11899,750,2,21-07-2015,336,Open,No,No Holiday,No,2015.64086758
11900,751,2,21-07-2015,480,Open,No,No Holiday,Yes,2015.64086758
11901,752,2,21-07-2015,372,Open,No,No Holiday,Yes,2015.64086758
11902,753,2,21-07-2015,602,Open,No,No Holiday,Yes,2015.64086758
11903,754,2,21-07-2015,744,Open,No,No Holiday,Yes,2015.64086758
11904,755,2,21-07-2015,806,Open,No,No Holiday,Yes,2015.64086758
11905,756,2,21-07-2015,2067,Open,No,No Holiday,Yes,2015.64086758
11906,757,2,21-07-2015,496,Open,No,No Holiday,No,2015.64086758
11907,758,2,21-07-2015,630,Open,No,No Holiday,No,2015.64086758
11908,759,2,21-07-2015,669,Open,No,No Holiday,Yes,2015.64086758
11909,760,2,21-07-2015,1287,Open,No,No Holiday,Yes,2015.64086758
11910,761,2,21-07-2015,802,Open,No,No Holiday,Yes,2015.64086758
11911,762,2,21-07-2015,329,Open,No,No Holiday,No,2015.64086758
11912,763,2,21-07-2015,489,Open,No,No Holiday,Yes,2015.64086758
11913,764,2,21-07-2015,475,Open,No,No Holiday,No,2015.64086758
11914,765,2,21-07-2015,675,Open,No,No Holiday,No,2015.64086758
11915,766,2,21-07-2015,516,Open,No,No Holiday,No,2015.64086758
11916,767,2,21-07-2015,534,Open,No,No Holiday,Yes,2015.64086758
11917,768,2,21-07-2015,1071,Open,No,No Holiday,Yes,2015.64086758
11918,769,2,21-07-2015,3156,Open,No,No Holiday,Yes,2015.64086758
11919,770,2,21-07-2015,454,Open,No,No Holiday,Yes,2015.64086758
11920,771,2,21-07-2015,656,Open,No,No Holiday,No,2015.64086758
11921,772,2,21-07-2015,434,Open,No,No Holiday,Yes,2015.64086758
11922,773,2,21-07-2015,790,Open,No,No Holiday,No,2015.64086758
11923,774,2,21-07-2015,656,Open,No,No Holiday,Yes,2015.64086758
11924,775,2,21-07-2015,490,Open,No,No Holiday,No,2015.64086758
11925,776,2,21-07-2015,463,Open,No,No Holiday,Yes,2015.64086758
11926,777,2,21-07-2015,312,Open,No,No Holiday,No,2015.64086758
11927,778,2,21-07-2015,659,Open,No,No Holiday,No,2015.64086758
11928,779,2,21-07-2015,679,Open,No,No Holiday,Yes,2015.64086758
11929,780,2,21-07-2015,764,Open,No,No Holiday,Yes,2015.64086758
11930,781,2,21-07-2015,528,Open,No,No Holiday,Yes,2015.64086758
11931,782,2,21-07-2015,457,Open,No,No Holiday,No,2015.64086758
11932,783,2,21-07-2015,554,Open,No,No Holiday,Yes,2015.64086758
11933,784,2,21-07-2015,620,Open,No,No Holiday,Yes,2015.64086758
11934,785,2,21-07-2015,429,Open,No,No Holiday,Yes,2015.64086758
11935,786,2,21-07-2015,413,Open,No,No Holiday,Yes,2015.64086758
11936,787,2,21-07-2015,918,Open,No,No Holiday,Yes,2015.64086758
11937,788,2,21-07-2015,1436,Open,No,No Holiday,Yes,2015.64086758
11938,789,2,21-07-2015,478,Open,No,No Holiday,No,2015.64086758
11939,790,2,21-07-2015,564,Open,No,No Holiday,No,2015.64086758
11940,791,2,21-07-2015,766,Open,No,No Holiday,Yes,2015.64086758
11941,792,2,21-07-2015,531,Open,No,No Holiday,Yes,2015.64086758
11942,793,2,21-07-2015,367,Open,No,No Holiday,Yes,2015.64086758
11943,794,2,21-07-2015,484,Open,No,No Holiday,Yes,2015.64086758
11944,795,2,21-07-2015,327,Open,No,No Holiday,Yes,2015.64086758
11945,796,2,21-07-2015,622,Open,No,No Holiday,Yes,2015.64086758
11946,797,2,21-07-2015,403,Open,No,No Holiday,No,2015.64086758
11947,798,2,21-07-2015,786,Open,No,No Holiday,Yes,2015.64086758
11948,799,2,21-07-2015,779,Open,No,No Holiday,Yes,2015.64086758
11949,800,2,21-07-2015,329,Open,No,No Holiday,No,2015.64086758
11950,801,2,21-07-2015,469,Open,No,No Holiday,Yes,2015.64086758
11951,802,2,21-07-2015,389,Open,No,No Holiday,Yes,2015.64086758
11952,803,2,21-07-2015,379,Open,No,No Holiday,No,2015.64086758
11953,804,2,21-07-2015,399,Open,No,No Holiday,No,2015.64086758
11954,805,2,21-07-2015,405,Open,No,No Holiday,No,2015.64086758
11955,806,2,21-07-2015,389,Open,No,No Holiday,No,2015.64086758
11956,807,2,21-07-2015,924,Open,No,No Holiday,No,2015.64086758
11957,808,2,21-07-2015,536,Open,No,No Holiday,Yes,2015.64086758
11958,809,2,21-07-2015,692,Open,No,No Holiday,Yes,2015.64086758
11959,810,2,21-07-2015,391,Open,No,No Holiday,No,2015.64086758
11960,811,2,21-07-2015,712,Open,No,No Holiday,Yes,2015.64086758
11961,812,2,21-07-2015,718,Open,No,No Holiday,Yes,2015.64086758
11962,813,2,21-07-2015,641,Open,No,No Holiday,No,2015.64086758
11963,814,2,21-07-2015,606,Open,No,No Holiday,Yes,2015.64086758
11964,815,2,21-07-2015,562,Open,No,No Holiday,No,2015.64086758
11965,816,2,21-07-2015,582,Open,No,No Holiday,Yes,2015.64086758
11966,817,2,21-07-2015,3030,Open,No,No Holiday,Yes,2015.64086758
11967,818,2,21-07-2015,527,Open,No,No Holiday,No,2015.64086758
11968,819,2,21-07-2015,417,Open,No,No Holiday,Yes,2015.64086758
11969,820,2,21-07-2015,885,Open,No,No Holiday,No,2015.64086758
11970,821,2,21-07-2015,810,Open,No,No Holiday,Yes,2015.64086758
11971,822,2,21-07-2015,496,Open,No,No Holiday,Yes,2015.64086758
11972,823,2,21-07-2015,478,Open,No,No Holiday,Yes,2015.64086758
11973,824,2,21-07-2015,812,Open,No,No Holiday,Yes,2015.64086758
11974,825,2,21-07-2015,560,Open,No,No Holiday,No,2015.64086758
11975,826,2,21-07-2015,689,Open,No,No Holiday,Yes,2015.64086758
11976,827,2,21-07-2015,1967,Open,No,No Holiday,Yes,2015.64086758
11977,828,2,21-07-2015,491,Open,No,No Holiday,Yes,2015.64086758
11978,829,2,21-07-2015,705,Open,No,No Holiday,No,2015.64086758
11979,830,2,21-07-2015,431,Open,No,No Holiday,Yes,2015.64086758
11980,831,2,21-07-2015,1366,Open,No,No Holiday,Yes,2015.64086758
11981,832,2,21-07-2015,444,Open,No,No Holiday,No,2015.64086758
11982,833,2,21-07-2015,392,Open,No,No Holiday,No,2015.64086758
11983,834,2,21-07-2015,554,Open,No,No Holiday,Yes,2015.64086758
11984,835,2,21-07-2015,528,Open,No,No Holiday,Yes,2015.64086758
11985,836,2,21-07-2015,680,Open,No,No Holiday,Yes,2015.64086758
11986,837,2,21-07-2015,458,Open,No,No Holiday,No,2015.64086758
11987,838,2,21-07-2015,727,Open,No,No Holiday,Yes,2015.64086758
11988,839,2,21-07-2015,446,Open,No,No Holiday,Yes,2015.64086758
11989,840,2,21-07-2015,1033,Open,No,No Holiday,No,2015.64086758
11990,841,2,21-07-2015,351,Open,No,No Holiday,Yes,2015.64086758
11991,842,2,21-07-2015,990,Open,No,No Holiday,No,2015.64086758
11992,843,2,21-07-2015,908,Open,No,No Holiday,Yes,2015.64086758
11993,844,2,21-07-2015,356,Open,No,No Holiday,Yes,2015.64086758
11994,845,2,21-07-2015,376,Open,No,No Holiday,Yes,2015.64086758
11995,846,2,21-07-2015,752,Open,No,No Holiday,Yes,2015.64086758
11996,847,2,21-07-2015,768,Open,No,No Holiday,Yes,2015.64086758
11997,848,2,21-07-2015,678,Open,No,No Holiday,No,2015.64086758
11998,849,2,21-07-2015,738,Open,No,No Holiday,No,2015.64086758
11999,850,2,21-07-2015,445,Open,No,No Holiday,Yes,2015.64086758
12000,851,2,21-07-2015,351,Open,No,No Holiday,No,2015.64086758
12001,852,2,21-07-2015,574,Open,No,No Holiday,No,2015.64086758
12002,853,2,21-07-2015,1024,Open,No,No Holiday,No,2015.64086758
12003,854,2,21-07-2015,513,Open,No,No Holiday,Yes,2015.64086758
12004,855,2,21-07-2015,596,Open,No,No Holiday,No,2015.64086758
12005,856,2,21-07-2015,828,Open,No,No Holiday,Yes,2015.64086758
12006,857,2,21-07-2015,878,Open,No,No Holiday,No,2015.64086758
12007,858,2,21-07-2015,423,Open,No,No Holiday,No,2015.64086758
12008,859,2,21-07-2015,632,Open,No,No Holiday,No,2015.64086758
12009,860,2,21-07-2015,694,Open,No,No Holiday,Yes,2015.64086758
12010,861,2,21-07-2015,581,Open,No,No Holiday,No,2015.64086758
12011,862,2,21-07-2015,992,Open,No,No Holiday,Yes,2015.64086758
12012,863,2,21-07-2015,1032,Open,No,No Holiday,Yes,2015.64086758
12013,864,2,21-07-2015,576,Open,No,No Holiday,No,2015.64086758
12014,865,2,21-07-2015,502,Open,No,No Holiday,Yes,2015.64086758
12015,866,2,21-07-2015,405,Open,No,No Holiday,No,2015.64086758
12016,867,2,21-07-2015,423,Open,No,No Holiday,Yes,2015.64086758
12017,868,2,21-07-2015,548,Open,No,No Holiday,No,2015.64086758
12018,869,2,21-07-2015,768,Open,No,No Holiday,Yes,2015.64086758
12019,870,2,21-07-2015,877,Open,No,No Holiday,Yes,2015.64086758
12020,871,2,21-07-2015,412,Open,No,No Holiday,No,2015.64086758
12021,872,2,21-07-2015,557,Open,No,No Holiday,Yes,2015.64086758
12022,873,2,21-07-2015,366,Open,No,No Holiday,Yes,2015.64086758
12023,874,2,21-07-2015,512,Open,No,No Holiday,No,2015.64086758
12024,875,2,21-07-2015,360,Open,No,No Holiday,No,2015.64086758
12025,876,2,21-07-2015,0,Close,No,No Holiday,Yes,2015.64086758
12026,877,2,21-07-2015,874,Open,No,No Holiday,Yes,2015.64086758
12027,878,2,21-07-2015,589,Open,No,No Holiday,Yes,2015.64086758
12028,879,2,21-07-2015,276,Open,No,No Holiday,No,2015.64086758
12029,880,2,21-07-2015,781,Open,No,No Holiday,No,2015.64086758
12030,881,2,21-07-2015,550,Open,No,No Holiday,Yes,2015.64086758
12031,882,2,21-07-2015,656,Open,No,No Holiday,Yes,2015.64086758
12032,883,2,21-07-2015,466,Open,No,No Holiday,Yes,2015.64086758
12033,884,2,21-07-2015,540,Open,No,No Holiday,No,2015.64086758
12034,885,2,21-07-2015,684,Open,No,No Holiday,Yes,2015.64086758
12035,886,2,21-07-2015,576,Open,No,No Holiday,Yes,2015.64086758
12036,887,2,21-07-2015,486,Open,No,No Holiday,No,2015.64086758
12037,888,2,21-07-2015,623,Open,No,No Holiday,Yes,2015.64086758
12038,889,2,21-07-2015,376,Open,No,No Holiday,Yes,2015.64086758
12039,890,2,21-07-2015,396,Open,No,No Holiday,No,2015.64086758
12040,891,2,21-07-2015,895,Open,No,No Holiday,Yes,2015.64086758
12041,892,2,21-07-2015,634,Open,No,No Holiday,Yes,2015.64086758
12042,893,2,21-07-2015,723,Open,No,No Holiday,No,2015.64086758
12043,894,2,21-07-2015,860,Open,No,No Holiday,Yes,2015.64086758
12044,895,2,21-07-2015,812,Open,No,No Holiday,No,2015.64086758
12045,896,2,21-07-2015,1054,Open,No,No Holiday,Yes,2015.64086758
12046,897,2,21-07-2015,250,Open,No,No Holiday,No,2015.64086758
12047,898,2,21-07-2015,685,Open,No,No Holiday,Yes,2015.64086758
12048,899,2,21-07-2015,477,Open,No,No Holiday,Yes,2015.64086758
12049,900,2,21-07-2015,519,Open,No,No Holiday,No,2015.64086758
12050,901,2,21-07-2015,514,Open,No,No Holiday,Yes,2015.64086758
12051,902,2,21-07-2015,523,Open,No,No Holiday,No,2015.64086758
12052,903,2,21-07-2015,671,Open,No,No Holiday,No,2015.64086758
12053,904,2,21-07-2015,383,Open,No,No Holiday,No,2015.64086758
12054,905,2,21-07-2015,898,Open,No,No Holiday,Yes,2015.64086758
12055,906,2,21-07-2015,1237,Open,No,No Holiday,No,2015.64086758
12056,907,2,21-07-2015,884,Open,No,No Holiday,Yes,2015.64086758
12057,908,2,21-07-2015,337,Open,No,No Holiday,No,2015.64086758
12058,909,2,21-07-2015,1398,Open,No,No Holiday,No,2015.64086758
12059,910,2,21-07-2015,458,Open,No,No Holiday,Yes,2015.64086758
12060,911,2,21-07-2015,742,Open,No,No Holiday,Yes,2015.64086758
12061,912,2,21-07-2015,625,Open,No,No Holiday,Yes,2015.64086758
12062,913,2,21-07-2015,1006,Open,No,No Holiday,No,2015.64086758
12063,914,2,21-07-2015,1101,Open,No,No Holiday,Yes,2015.64086758
12064,915,2,21-07-2015,364,Open,No,No Holiday,No,2015.64086758
12065,916,2,21-07-2015,673,Open,No,No Holiday,Yes,2015.64086758
12066,917,2,21-07-2015,531,Open,No,No Holiday,Yes,2015.64086758
12067,918,2,21-07-2015,468,Open,No,No Holiday,Yes,2015.64086758
12068,919,2,21-07-2015,544,Open,No,No Holiday,No,2015.64086758
12069,920,2,21-07-2015,534,Open,No,No Holiday,No,2015.64086758
12070,921,2,21-07-2015,881,Open,No,No Holiday,Yes,2015.64086758
12071,922,2,21-07-2015,578,Open,No,No Holiday,Yes,2015.64086758
12072,923,2,21-07-2015,702,Open,No,No Holiday,Yes,2015.64086758
12073,924,2,21-07-2015,355,Open,No,No Holiday,Yes,2015.64086758
12074,925,2,21-07-2015,1343,Open,No,No Holiday,No,2015.64086758
12075,926,2,21-07-2015,400,Open,No,No Holiday,Yes,2015.64086758
12076,927,2,21-07-2015,725,Open,No,No Holiday,Yes,2015.64086758
12077,928,2,21-07-2015,516,Open,No,No Holiday,Yes,2015.64086758
12078,929,2,21-07-2015,619,Open,No,No Holiday,Yes,2015.64086758
12079,930,2,21-07-2015,968,Open,No,No Holiday,Yes,2015.64086758
12080,931,2,21-07-2015,662,Open,No,No Holiday,Yes,2015.64086758
12081,932,2,21-07-2015,705,Open,No,No Holiday,No,2015.64086758
12082,933,2,21-07-2015,779,Open,No,No Holiday,Yes,2015.64086758
12083,934,2,21-07-2015,607,Open,No,No Holiday,Yes,2015.64086758
12084,935,2,21-07-2015,530,Open,No,No Holiday,Yes,2015.64086758
12085,936,2,21-07-2015,736,Open,No,No Holiday,Yes,2015.64086758
12086,937,2,21-07-2015,523,Open,No,No Holiday,No,2015.64086758
12087,938,2,21-07-2015,952,Open,No,No Holiday,No,2015.64086758
12088,939,2,21-07-2015,439,Open,No,No Holiday,Yes,2015.64086758
12089,940,2,21-07-2015,625,Open,No,No Holiday,Yes,2015.64086758
12090,941,2,21-07-2015,520,Open,No,No Holiday,No,2015.64086758
12091,942,2,21-07-2015,413,Open,No,No Holiday,No,2015.64086758
12092,943,2,21-07-2015,511,Open,No,No Holiday,Yes,2015.64086758
12093,944,2,21-07-2015,1069,Open,No,No Holiday,No,2015.64086758
12094,945,2,21-07-2015,452,Open,No,No Holiday,Yes,2015.64086758
12095,946,2,21-07-2015,475,Open,No,No Holiday,No,2015.64086758
12096,947,2,21-07-2015,994,Open,No,No Holiday,No,2015.64086758
12097,948,2,21-07-2015,2244,Open,No,No Holiday,No,2015.64086758
12098,949,2,21-07-2015,405,Open,No,No Holiday,Yes,2015.64086758
12099,950,2,21-07-2015,548,Open,No,No Holiday,No,2015.64086758
12100,951,2,21-07-2015,587,Open,No,No Holiday,Yes,2015.64086758
12101,952,2,21-07-2015,412,Open,No,No Holiday,No,2015.64086758
12102,953,2,21-07-2015,555,Open,No,No Holiday,Yes,2015.64086758
12103,954,2,21-07-2015,683,Open,No,No Holiday,Yes,2015.64086758
12104,955,2,21-07-2015,354,Open,No,No Holiday,Yes,2015.64086758
12105,956,2,21-07-2015,366,Open,No,No Holiday,Yes,2015.64086758
12106,957,2,21-07-2015,802,Open,No,No Holiday,Yes,2015.64086758
12107,958,2,21-07-2015,491,Open,No,No Holiday,Yes,2015.64086758
12108,959,2,21-07-2015,732,Open,No,No Holiday,Yes,2015.64086758
12109,960,2,21-07-2015,502,Open,No,No Holiday,No,2015.64086758
12110,961,2,21-07-2015,556,Open,No,No Holiday,Yes,2015.64086758
12111,962,2,21-07-2015,724,Open,No,No Holiday,Yes,2015.64086758
12112,963,2,21-07-2015,1037,Open,No,No Holiday,Yes,2015.64086758
12113,964,2,21-07-2015,1214,Open,No,No Holiday,No,2015.64086758
12114,965,2,21-07-2015,765,Open,No,No Holiday,No,2015.64086758
12115,966,2,21-07-2015,513,Open,No,No Holiday,Yes,2015.64086758
12116,967,2,21-07-2015,625,Open,No,No Holiday,Yes,2015.64086758
12117,968,2,21-07-2015,715,Open,No,No Holiday,Yes,2015.64086758
12118,969,2,21-07-2015,687,Open,No,No Holiday,No,2015.64086758
12119,970,2,21-07-2015,353,Open,No,No Holiday,No,2015.64086758
12120,971,2,21-07-2015,844,Open,No,No Holiday,Yes,2015.64086758
12121,972,2,21-07-2015,343,Open,No,No Holiday,Yes,2015.64086758
12122,973,2,21-07-2015,711,Open,No,No Holiday,Yes,2015.64086758
12123,974,2,21-07-2015,1570,Open,No,No Holiday,No,2015.64086758
12124,975,2,21-07-2015,601,Open,No,No Holiday,Yes,2015.64086758
12125,976,2,21-07-2015,642,Open,No,No Holiday,Yes,2015.64086758
12126,977,2,21-07-2015,416,Open,No,No Holiday,No,2015.64086758
12127,978,2,21-07-2015,728,Open,No,No Holiday,Yes,2015.64086758
12128,979,2,21-07-2015,539,Open,No,No Holiday,Yes,2015.64086758
12129,980,2,21-07-2015,428,Open,No,No Holiday,Yes,2015.64086758
12130,981,2,21-07-2015,539,Open,No,No Holiday,Yes,2015.64086758
12131,982,2,21-07-2015,521,Open,No,No Holiday,Yes,2015.64086758
12132,983,2,21-07-2015,962,Open,No,No Holiday,Yes,2015.64086758
12133,984,2,21-07-2015,642,Open,No,No Holiday,Yes,2015.64086758
12134,985,2,21-07-2015,649,Open,No,No Holiday,No,2015.64086758
12135,986,2,21-07-2015,548,Open,No,No Holiday,Yes,2015.64086758
12136,987,2,21-07-2015,731,Open,No,No Holiday,Yes,2015.64086758
