,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,CompetitionDist,CompetitionOpen
3137,908,3,29-07-2015,348,Open,Yes,No Holiday,Yes,1980.0,2010.58333333
3138,909,3,29-07-2015,1018,Open,Yes,No Holiday,No,1680.0,2008.58333333
3139,910,3,29-07-2015,539,Open,Yes,No Holiday,Yes,12480.0,2008.58333333
3140,911,3,29-07-2015,838,Open,Yes,No Holiday,Yes,16490.0,2008.58333333
3141,912,3,29-07-2015,759,Open,Yes,No Holiday,Yes,3100.0,2010.41666667
3142,913,3,29-07-2015,1257,Open,Yes,No Holiday,Yes,280.0,2008.58333333
3143,914,3,29-07-2015,1010,Open,Yes,No Holiday,Yes,2640.0,2011.33333333
3144,915,3,29-07-2015,468,Open,Yes,No Holiday,No,650.0,2013.25
3145,916,3,29-07-2015,737,Open,Yes,No Holiday,Yes,90.0,2012.91666667
3146,917,3,29-07-2015,732,Open,Yes,No Holiday,Yes,7240.0,2010.16666667
3147,918,3,29-07-2015,554,Open,Yes,No Holiday,Yes,18710.0,2015.33333333
3148,919,3,29-07-2015,704,Open,Yes,No Holiday,No,2620.0,2008.58333333
3149,920,3,29-07-2015,602,Open,Yes,No Holiday,No,850.0,2012.16666667
3150,921,3,29-07-2015,949,Open,Yes,No Holiday,Yes,840.0,2006.75
3151,922,3,29-07-2015,613,Open,Yes,No Holiday,Yes,2110.0,2006.25
3152,923,3,29-07-2015,637,Open,Yes,No Holiday,Yes,280.0,2008.75
3153,924,3,29-07-2015,419,Open,Yes,No Holiday,Yes,6420.0,2011.33333333
3154,925,3,29-07-2015,1283,Open,Yes,No Holiday,No,470.0,2007.25
3155,926,3,29-07-2015,546,Open,Yes,No Holiday,Yes,5150.0,2011.25
3156,927,3,29-07-2015,855,Open,Yes,No Holiday,Yes,480.0,2008.58333333
3157,928,3,29-07-2015,689,Open,Yes,No Holiday,Yes,1090.0,2008.58333333
3158,929,3,29-07-2015,662,Open,Yes,No Holiday,Yes,4820.0,2013.75
3159,930,3,29-07-2015,1070,Open,Yes,No Holiday,Yes,70.0,2008.58333333
3160,931,3,29-07-2015,662,Open,Yes,No Holiday,Yes,1480.0,2011.75
3161,932,3,29-07-2015,778,Open,Yes,No Holiday,No,15700.0,2008.58333333
3162,933,3,29-07-2015,992,Open,Yes,No Holiday,Yes,6270.0,2005.16666667
3163,934,3,29-07-2015,619,Open,Yes,No Holiday,Yes,5460.0,2008.58333333
3164,935,3,29-07-2015,604,Open,Yes,No Holiday,Yes,22350.0,2010.5
3165,936,3,29-07-2015,824,Open,Yes,No Holiday,Yes,580.0,2008.16666667
3166,937,3,29-07-2015,599,Open,Yes,No Holiday,Yes,2810.0,2008.58333333
3167,938,3,29-07-2015,893,Open,Yes,No Holiday,Yes,2820.0,2009.75
3168,939,3,29-07-2015,544,Open,Yes,No Holiday,Yes,1340.0,2008.58333333
3169,940,3,29-07-2015,770,Open,Yes,No Holiday,Yes,6470.0,2012.75
3170,941,3,29-07-2015,622,Open,Yes,No Holiday,No,1200.0,2012.0
3171,942,3,29-07-2015,468,Open,Yes,No Holiday,Yes,6860.0,2008.58333333
3172,943,3,29-07-2015,571,Open,Yes,No Holiday,Yes,18020.0,2008.58333333
3173,944,3,29-07-2015,1348,Open,Yes,No Holiday,Yes,1670.0,2015.58333333
3174,945,3,29-07-2015,527,Open,Yes,No Holiday,Yes,12480.0,2011.25
3175,946,3,29-07-2015,504,Open,Yes,No Holiday,Yes,2220.0,2012.0
3176,947,3,29-07-2015,1198,Open,Yes,No Holiday,No,460.0,2014.25
3177,948,3,29-07-2015,1945,Open,Yes,No Holiday,No,1430.0,2008.58333333
3178,949,3,29-07-2015,546,Open,Yes,No Holiday,Yes,870.0,2006.25
3179,950,3,29-07-2015,635,Open,Yes,No Holiday,No,8460.0,1994.91666667
3180,951,3,29-07-2015,619,Open,Yes,No Holiday,Yes,710.0,2008.58333333
3181,952,3,29-07-2015,512,Open,Yes,No Holiday,No,6300.0,2013.83333333
3182,953,3,29-07-2015,525,Open,Yes,No Holiday,Yes,19830.0,2006.33333333
3183,954,3,29-07-2015,900,Open,Yes,No Holiday,Yes,390.0,2013.16666667
3184,955,3,29-07-2015,454,Open,Yes,No Holiday,Yes,1690.0,2009.58333333
3185,956,3,29-07-2015,399,Open,Yes,No Holiday,Yes,2330.0,2014.83333333
3186,957,3,29-07-2015,860,Open,Yes,No Holiday,Yes,1420.0,2012.91666667
3187,958,3,29-07-2015,482,Open,Yes,No Holiday,Yes,440.0,2013.91666667
3188,959,3,29-07-2015,758,Open,Yes,No Holiday,Yes,1060.0,2006.0
3189,960,3,29-07-2015,581,Open,Yes,No Holiday,Yes,8990.0,2008.58333333
3190,961,3,29-07-2015,578,Open,Yes,No Holiday,Yes,9430.0,2008.58333333
3191,962,3,29-07-2015,767,Open,Yes,No Holiday,Yes,260.0,2008.58333333
3192,963,3,29-07-2015,993,Open,Yes,No Holiday,Yes,23620.0,2013.91666667
3193,964,3,29-07-2015,1268,Open,Yes,No Holiday,No,270.0,2008.58333333
3194,965,3,29-07-2015,957,Open,Yes,No Holiday,Yes,110.0,2008.58333333
3195,966,3,29-07-2015,529,Open,Yes,No Holiday,Yes,760.0,2008.16666667
3196,967,3,29-07-2015,708,Open,Yes,No Holiday,Yes,3560.0,2013.75
3197,968,3,29-07-2015,862,Open,Yes,No Holiday,Yes,1190.0,2008.58333333
3198,969,3,29-07-2015,763,Open,Yes,No Holiday,No,600.0,1999.91666667
3199,970,3,29-07-2015,328,Open,Yes,No Holiday,Yes,910.0,2015.0
3200,971,3,29-07-2015,1043,Open,Yes,No Holiday,Yes,1140.0,2011.41666667
3201,972,3,29-07-2015,354,Open,Yes,No Holiday,Yes,14960.0,2008.58333333
3202,973,3,29-07-2015,737,Open,Yes,No Holiday,Yes,330.0,2008.58333333
3203,974,3,29-07-2015,1699,Open,Yes,No Holiday,No,150.0,2011.25
3204,975,3,29-07-2015,684,Open,Yes,No Holiday,Yes,9630.0,2008.58333333
3205,976,3,29-07-2015,659,Open,Yes,No Holiday,Yes,4180.0,2008.58333333
3206,977,3,29-07-2015,519,Open,Yes,No Holiday,No,520.0,2005.75
3207,978,3,29-07-2015,928,Open,Yes,No Holiday,Yes,3890.0,2008.58333333
3208,979,3,29-07-2015,600,Open,Yes,No Holiday,Yes,2270.0,2005.91666667
3209,980,3,29-07-2015,506,Open,Yes,No Holiday,Yes,4420.0,2005.75
3210,981,3,29-07-2015,732,Open,Yes,No Holiday,Yes,2620.0,2002.91666667
3211,982,3,29-07-2015,729,Open,Yes,No Holiday,Yes,21930.0,2008.58333333
3212,983,3,29-07-2015,1191,Open,Yes,No Holiday,Yes,40.0,2014.25
3213,984,3,29-07-2015,813,Open,Yes,No Holiday,Yes,440.0,2008.58333333
3214,985,3,29-07-2015,862,Open,Yes,No Holiday,No,490.0,2007.41666667
3215,986,3,29-07-2015,618,Open,Yes,No Holiday,Yes,620.0,2014.83333333
3216,987,3,29-07-2015,798,Open,Yes,No Holiday,Yes,1690.0,2007.5
3217,988,3,29-07-2015,689,Open,Yes,No Holiday,Yes,30.0,2012.91666667
3218,989,3,29-07-2015,604,Open,Yes,No Holiday,No,1640.0,2006.5
3219,990,3,29-07-2015,538,Open,Yes,No Holiday,Yes,20930.0,2008.58333333
3220,991,3,29-07-2015,480,Open,Yes,No Holiday,Yes,1010.0,2008.58333333
3221,992,3,29-07-2015,587,Open,Yes,No Holiday,Yes,2480.0,1990.58333333
3222,993,3,29-07-2015,685,Open,Yes,No Holiday,Yes,3460.0,2013.83333333
3223,994,3,29-07-2015,448,Open,Yes,No Holiday,Yes,2290.0,2011.58333333
3224,995,3,29-07-2015,750,Open,Yes,No Holiday,Yes,6560.0,2014.0
3225,996,3,29-07-2015,715,Open,Yes,No Holiday,Yes,2870.0,2015.58333333
3226,997,3,29-07-2015,400,Open,Yes,No Holiday,Yes,5840.0,2010.58333333
3227,998,3,29-07-2015,484,Open,Yes,No Holiday,No,780.0,2005.75
3228,999,3,29-07-2015,691,Open,Yes,No Holiday,Yes,15140.0,2002.16666667
3229,1000,3,29-07-2015,645,Open,Yes,No Holiday,No,2230.0,2009.41666667
3230,1001,3,29-07-2015,665,Open,Yes,No Holiday,Yes,19640.0,2008.58333333
3231,1002,3,29-07-2015,674,Open,Yes,No Holiday,Yes,1130.0,2008.91666667
3232,1003,3,29-07-2015,712,Open,Yes,No Holiday,Yes,170.0,2013.58333333
3233,1004,3,29-07-2015,510,Open,Yes,No Holiday,No,970.0,2008.58333333
3234,1005,3,29-07-2015,884,Open,Yes,No Holiday,Yes,6480.0,2008.58333333
3235,1006,3,29-07-2015,923,Open,Yes,No Holiday,Yes,3890.0,2006.91666667
3236,1007,3,29-07-2015,856,Open,Yes,No Holiday,Yes,4180.0,2012.75
3237,1008,3,29-07-2015,731,Open,Yes,No Holiday,Yes,30.0,2010.75
3238,1009,3,29-07-2015,462,Open,Yes,No Holiday,No,230.0,2004.58333333
3239,1010,3,29-07-2015,862,Open,Yes,No Holiday,Yes,4610.0,2010.5
3240,1011,3,29-07-2015,732,Open,Yes,No Holiday,Yes,490.0,2012.75
3241,1012,3,29-07-2015,479,Open,Yes,No Holiday,No,6330.0,2004.5
3242,1013,3,29-07-2015,387,Open,Yes,No Holiday,Yes,630.0,2015.16666667
3243,1014,3,29-07-2015,1035,Open,Yes,No Holiday,Yes,210.0,2008.58333333
3244,1015,3,29-07-2015,509,Open,Yes,No Holiday,Yes,9910.0,2011.0
3245,1016,3,29-07-2015,510,Open,Yes,No Holiday,Yes,550.0,2008.58333333
3246,1017,3,29-07-2015,906,Open,Yes,No Holiday,Yes,110.0,2008.91666667
3247,1018,3,29-07-2015,1253,Open,Yes,No Holiday,Yes,140.0,2012.75
3248,1019,3,29-07-2015,752,Open,Yes,No Holiday,No,2740.0,2014.58333333
3249,1020,3,29-07-2015,983,Open,Yes,No Holiday,Yes,40.0,2015.66666667
3250,1021,3,29-07-2015,977,Open,Yes,No Holiday,Yes,1080.0,2011.41666667
3251,1022,3,29-07-2015,710,Open,Yes,No Holiday,Yes,1520.0,2008.58333333
3252,1023,3,29-07-2015,544,Open,Yes,No Holiday,Yes,3740.0,2002.16666667
3253,1024,3,29-07-2015,738,Open,Yes,No Holiday,Yes,1990.0,2012.08333333
3254,1025,3,29-07-2015,850,Open,Yes,No Holiday,Yes,720.0,2009.91666667
3255,1026,3,29-07-2015,1070,Open,Yes,No Holiday,Yes,450.0,2011.5
3256,1027,3,29-07-2015,1899,Open,Yes,No Holiday,No,190.0,2008.5
3257,1028,3,29-07-2015,463,Open,Yes,No Holiday,Yes,150.0,2008.58333333
3258,1029,3,29-07-2015,739,Open,Yes,No Holiday,Yes,1590.0,2006.25
3259,1030,3,29-07-2015,306,Open,Yes,No Holiday,Yes,36410.0,2008.33333333
3260,1031,3,29-07-2015,432,Open,Yes,No Holiday,Yes,590.0,2001.41666667
3261,1032,3,29-07-2015,875,Open,Yes,No Holiday,Yes,270.0,2013.16666667
3262,1033,3,29-07-2015,1240,Open,Yes,No Holiday,Yes,7680.0,2006.25
3263,1034,3,29-07-2015,640,Open,Yes,No Holiday,Yes,13750.0,2015.33333333
3264,1035,3,29-07-2015,514,Open,Yes,No Holiday,Yes,27150.0,2008.58333333
3265,1036,3,29-07-2015,450,Open,Yes,No Holiday,Yes,9560.0,2008.58333333
3266,1037,3,29-07-2015,701,Open,Yes,No Holiday,Yes,150.0,2008.58333333
3267,1038,3,29-07-2015,516,Open,Yes,No Holiday,No,17290.0,2013.83333333
3268,1039,3,29-07-2015,1081,Open,Yes,No Holiday,Yes,70.0,1990.5
3269,1040,3,29-07-2015,772,Open,Yes,No Holiday,Yes,4030.0,2013.16666667
3270,1041,3,29-07-2015,668,Open,Yes,No Holiday,No,1600.0,2013.66666667
3271,1042,3,29-07-2015,444,Open,Yes,No Holiday,Yes,3440.0,2008.58333333
3272,1043,3,29-07-2015,1136,Open,Yes,No Holiday,Yes,420.0,2006.25
3273,1044,3,29-07-2015,910,Open,Yes,No Holiday,No,240.0,2015.33333333
3274,1045,3,29-07-2015,1307,Open,Yes,No Holiday,Yes,26990.0,2014.0
3275,1046,3,29-07-2015,681,Open,Yes,No Holiday,Yes,29070.0,2005.33333333
3276,1047,3,29-07-2015,479,Open,Yes,No Holiday,Yes,3750.0,2008.58333333
3277,1048,3,29-07-2015,563,Open,Yes,No Holiday,Yes,1860.0,2012.75
3278,1049,3,29-07-2015,674,Open,Yes,No Holiday,No,370.0,2012.58333333
3279,1050,3,29-07-2015,488,Open,Yes,No Holiday,Yes,13170.0,2014.66666667
3280,1051,3,29-07-2015,1102,Open,Yes,No Holiday,No,200.0,1998.58333333
3281,1052,3,29-07-2015,683,Open,Yes,No Holiday,Yes,5080.0,2008.58333333
3282,1053,3,29-07-2015,1025,Open,Yes,No Holiday,Yes,1710.0,2015.58333333
3283,1054,3,29-07-2015,593,Open,Yes,No Holiday,Yes,13190.0,2008.58333333
3284,1055,3,29-07-2015,987,Open,Yes,No Holiday,Yes,1980.0,2009.33333333
3285,1056,3,29-07-2015,465,Open,Yes,No Holiday,No,5350.0,2008.58333333
3286,1057,3,29-07-2015,575,Open,Yes,No Holiday,Yes,3230.0,2011.91666667
3287,1058,3,29-07-2015,673,Open,Yes,No Holiday,Yes,180.0,2008.58333333
3288,1059,3,29-07-2015,1136,Open,Yes,No Holiday,Yes,3380.0,2013.33333333
3289,1060,3,29-07-2015,805,Open,Yes,No Holiday,Yes,3430.0,2008.58333333
3290,1061,3,29-07-2015,635,Open,Yes,No Holiday,No,8110.0,2008.58333333
3291,1062,3,29-07-2015,555,Open,Yes,No Holiday,Yes,190.0,2012.75
3292,1063,3,29-07-2015,506,Open,Yes,No Holiday,Yes,6250.0,2008.58333333
3293,1064,3,29-07-2015,1066,Open,Yes,No Holiday,Yes,420.0,2008.58333333
3294,1065,3,29-07-2015,521,Open,Yes,No Holiday,No,1290.0,2008.58333333
3295,1066,3,29-07-2015,925,Open,Yes,No Holiday,Yes,3350.0,2008.58333333
3296,1067,3,29-07-2015,554,Open,Yes,No Holiday,No,12020.0,2009.58333333
3297,1068,3,29-07-2015,340,Open,Yes,No Holiday,No,5010.0,2008.58333333
3298,1069,3,29-07-2015,1166,Open,Yes,No Holiday,Yes,18050.0,2008.58333333
3299,1070,3,29-07-2015,906,Open,Yes,No Holiday,Yes,400.0,2008.83333333
3300,1071,3,29-07-2015,686,Open,Yes,No Holiday,Yes,820.0,2012.25
3301,1072,3,29-07-2015,676,Open,Yes,No Holiday,Yes,5380.0,2015.66666667
3302,1073,3,29-07-2015,792,Open,Yes,No Holiday,Yes,1710.0,2008.58333333
3303,1074,3,29-07-2015,526,Open,Yes,No Holiday,Yes,3330.0,2001.83333333
3304,1075,3,29-07-2015,1043,Open,Yes,No Holiday,Yes,1410.0,2013.83333333
3305,1076,3,29-07-2015,458,Open,Yes,No Holiday,Yes,90.0,2008.58333333
3306,1077,3,29-07-2015,464,Open,Yes,No Holiday,Yes,3750.0,2001.91666667
3307,1078,3,29-07-2015,684,Open,Yes,No Holiday,No,670.0,2008.58333333
3308,1079,3,29-07-2015,686,Open,Yes,No Holiday,Yes,16680.0,2008.58333333
3309,1080,3,29-07-2015,852,Open,Yes,No Holiday,No,2410.0,2008.58333333
3310,1081,3,29-07-2015,1047,Open,Yes,No Holiday,Yes,400.0,2006.25
3311,1082,3,29-07-2015,946,Open,Yes,No Holiday,Yes,440.0,2002.33333333
3312,1083,3,29-07-2015,409,Open,Yes,No Holiday,Yes,11540.0,2008.58333333
3313,1084,3,29-07-2015,718,Open,Yes,No Holiday,Yes,190.0,2008.58333333
3314,1085,3,29-07-2015,720,Open,Yes,No Holiday,Yes,4030.0,2015.16666667
3315,1086,3,29-07-2015,688,Open,Yes,No Holiday,Yes,180.0,2013.91666667
3316,1087,3,29-07-2015,537,Open,Yes,No Holiday,Yes,2210.0,2011.91666667
3317,1088,3,29-07-2015,484,Open,Yes,No Holiday,Yes,4300.0,2009.25
3318,1089,3,29-07-2015,920,Open,Yes,No Holiday,Yes,5220.0,2009.41666667
3319,1090,3,29-07-2015,899,Open,Yes,No Holiday,Yes,330.0,2008.58333333
3320,1091,3,29-07-2015,708,Open,Yes,No Holiday,Yes,9990.0,2008.58333333
3321,1092,3,29-07-2015,1333,Open,Yes,No Holiday,No,300.0,2000.58333333
3322,1093,3,29-07-2015,907,Open,Yes,No Holiday,Yes,10450.0,2009.5
3323,1094,3,29-07-2015,374,Open,Yes,No Holiday,No,2380.0,2013.25
3324,1095,3,29-07-2015,700,Open,Yes,No Holiday,Yes,690.0,2007.5
3325,1096,3,29-07-2015,560,Open,Yes,No Holiday,Yes,1130.0,2008.58333333
3326,1097,3,29-07-2015,2296,Open,Yes,No Holiday,Yes,720.0,2002.25
3327,1098,3,29-07-2015,716,Open,Yes,No Holiday,Yes,1830.0,2004.91666667
3328,1099,3,29-07-2015,1139,Open,Yes,No Holiday,Yes,200.0,2013.33333333
3329,1100,3,29-07-2015,594,Open,Yes,No Holiday,Yes,540.0,2008.58333333
3330,1101,3,29-07-2015,934,Open,Yes,No Holiday,Yes,4060.0,2012.75
3331,1102,3,29-07-2015,665,Open,Yes,No Holiday,No,850.0,2012.91666667
3332,1103,3,29-07-2015,453,Open,Yes,No Holiday,Yes,1340.0,2006.83333333
3333,1104,3,29-07-2015,398,Open,Yes,No Holiday,No,260.0,2012.16666667
3334,1105,3,29-07-2015,534,Open,Yes,No Holiday,Yes,330.0,2008.91666667
3335,1106,3,29-07-2015,544,Open,Yes,No Holiday,Yes,5330.0,2011.75
3336,1107,3,29-07-2015,748,Open,Yes,No Holiday,No,1400.0,2012.5
3337,1108,3,29-07-2015,550,Open,Yes,No Holiday,Yes,540.0,2004.33333333
3338,1109,3,29-07-2015,500,Open,Yes,No Holiday,No,3490.0,2011.33333333
3339,1110,3,29-07-2015,509,Open,Yes,No Holiday,Yes,900.0,2010.75
3340,1111,3,29-07-2015,403,Open,Yes,No Holiday,Yes,1900.0,2014.5
3341,1112,3,29-07-2015,709,Open,Yes,No Holiday,Yes,1880.0,2006.33333333
3342,1113,3,29-07-2015,589,Open,Yes,No Holiday,Yes,9260.0,2008.58333333
3343,1114,3,29-07-2015,3545,Open,Yes,No Holiday,Yes,870.0,2008.58333333
3344,1115,3,29-07-2015,473,Open,Yes,No Holiday,Yes,5350.0,2008.58333333
3345,1,2,28-07-2015,560,Open,Yes,No Holiday,Yes,1270.0,2008.75
3346,2,2,28-07-2015,646,Open,Yes,No Holiday,Yes,570.0,2007.91666667
3347,3,2,28-07-2015,818,Open,Yes,No Holiday,Yes,14130.0,2007.0
3348,4,2,28-07-2015,1191,Open,Yes,No Holiday,Yes,620.0,2009.75
3349,5,2,28-07-2015,598,Open,Yes,No Holiday,Yes,29910.0,2015.33333333
3350,6,2,28-07-2015,576,Open,Yes,No Holiday,Yes,310.0,2014.0
3351,7,2,28-07-2015,1158,Open,Yes,No Holiday,Yes,24000.0,2013.33333333
3352,8,2,28-07-2015,695,Open,Yes,No Holiday,Yes,7520.0,2014.83333333
3353,9,2,28-07-2015,678,Open,Yes,No Holiday,Yes,2030.0,2000.66666667
3354,10,2,28-07-2015,593,Open,Yes,No Holiday,Yes,3160.0,2009.75
3355,11,2,28-07-2015,938,Open,Yes,No Holiday,Yes,960.0,2011.91666667
3356,12,2,28-07-2015,861,Open,Yes,No Holiday,Yes,1070.0,2008.58333333
3357,13,2,28-07-2015,446,Open,Yes,No Holiday,No,310.0,2008.58333333
3358,14,2,28-07-2015,628,Open,Yes,No Holiday,Yes,1300.0,2014.25
3359,15,2,28-07-2015,646,Open,Yes,No Holiday,Yes,4110.0,2010.25
3360,16,2,28-07-2015,1013,Open,Yes,No Holiday,No,3270.0,2008.58333333
3361,17,2,28-07-2015,983,Open,Yes,No Holiday,Yes,50.0,2006.0
3362,18,2,28-07-2015,724,Open,Yes,No Holiday,Yes,13840.0,2010.5
3363,19,2,28-07-2015,633,Open,Yes,No Holiday,Yes,3240.0,2008.58333333
3364,20,2,28-07-2015,1048,Open,Yes,No Holiday,No,2340.0,2009.41666667
3365,21,2,28-07-2015,575,Open,Yes,No Holiday,No,550.0,1999.83333333
3366,22,2,28-07-2015,525,Open,Yes,No Holiday,No,1040.0,2008.58333333
3367,23,2,28-07-2015,484,Open,Yes,No Holiday,Yes,4060.0,2005.66666667
3368,24,2,28-07-2015,876,Open,Yes,No Holiday,Yes,4590.0,2000.25
3369,25,2,28-07-2015,1363,Open,Yes,No Holiday,Yes,430.0,2003.33333333
3370,26,2,28-07-2015,547,Open,Yes,No Holiday,Yes,2300.0,2008.58333333
3371,27,2,28-07-2015,1075,Open,Yes,No Holiday,Yes,60.0,2005.08333333
3372,28,2,28-07-2015,598,Open,Yes,No Holiday,Yes,1200.0,2014.83333333
3373,29,2,28-07-2015,697,Open,Yes,No Holiday,Yes,2170.0,2008.58333333
3374,30,2,28-07-2015,670,Open,Yes,No Holiday,Yes,40.0,2014.16666667
3375,31,2,28-07-2015,492,Open,Yes,No Holiday,Yes,9800.0,2012.58333333
3376,32,2,28-07-2015,586,Open,Yes,No Holiday,No,2910.0,2008.58333333
3377,33,2,28-07-2015,732,Open,Yes,No Holiday,Yes,1320.0,2013.41666667
3378,34,2,28-07-2015,989,Open,Yes,No Holiday,Yes,2240.0,2009.75
3379,35,2,28-07-2015,711,Open,Yes,No Holiday,Yes,7660.0,2000.83333333
3380,36,2,28-07-2015,1166,Open,Yes,No Holiday,No,540.0,2003.5
3381,37,2,28-07-2015,756,Open,Yes,No Holiday,Yes,4230.0,2015.0
3382,38,2,28-07-2015,552,Open,Yes,No Holiday,Yes,1090.0,2007.33333333
3383,39,2,28-07-2015,660,Open,Yes,No Holiday,Yes,260.0,2006.83333333
3384,40,2,28-07-2015,673,Open,Yes,No Holiday,Yes,180.0,2008.58333333
3385,41,2,28-07-2015,411,Open,Yes,No Holiday,No,1180.0,2008.58333333
3386,42,2,28-07-2015,1082,Open,Yes,No Holiday,Yes,290.0,2008.58333333
3387,43,2,28-07-2015,613,Open,Yes,No Holiday,Yes,4880.0,2008.58333333
3388,44,2,28-07-2015,632,Open,Yes,No Holiday,Yes,540.0,2011.5
3389,45,2,28-07-2015,365,Open,Yes,No Holiday,Yes,9710.0,2014.16666667
3390,46,2,28-07-2015,714,Open,Yes,No Holiday,No,1200.0,2005.75
3391,47,2,28-07-2015,862,Open,Yes,No Holiday,Yes,270.0,2013.33333333
3392,48,2,28-07-2015,351,Open,Yes,No Holiday,Yes,1060.0,2012.41666667
3393,49,2,28-07-2015,614,Open,Yes,No Holiday,No,18010.0,2007.75
3394,50,2,28-07-2015,390,Open,Yes,No Holiday,Yes,6260.0,2009.91666667
3395,51,2,28-07-2015,464,Open,Yes,No Holiday,No,10570.0,2013.58333333
3396,52,2,28-07-2015,450,Open,Yes,No Holiday,No,450.0,2014.33333333
3397,53,2,28-07-2015,604,Open,Yes,No Holiday,Yes,30360.0,2013.75
3398,54,2,28-07-2015,718,Open,Yes,No Holiday,Yes,7170.0,2014.66666667
3399,55,2,28-07-2015,678,Open,Yes,No Holiday,Yes,720.0,2004.91666667
3400,56,2,28-07-2015,537,Open,Yes,No Holiday,Yes,6620.0,2012.25
3401,57,2,28-07-2015,957,Open,Yes,No Holiday,Yes,420.0,2014.5
3402,58,2,28-07-2015,613,Open,Yes,No Holiday,No,7340.0,2008.41666667
3403,59,2,28-07-2015,596,Open,Yes,No Holiday,Yes,2840.0,2007.5
3404,60,2,28-07-2015,907,Open,Yes,No Holiday,Yes,5540.0,2009.83333333
3405,61,2,28-07-2015,641,Open,Yes,No Holiday,No,350.0,2008.0
3406,62,2,28-07-2015,802,Open,Yes,No Holiday,Yes,2050.0,2008.58333333
3407,63,2,28-07-2015,625,Open,Yes,No Holiday,Yes,3700.0,2010.5
3408,64,2,28-07-2015,827,Open,Yes,No Holiday,Yes,22560.0,2008.58333333
3409,65,2,28-07-2015,522,Open,Yes,No Holiday,Yes,13840.0,2010.41666667
3410,66,2,28-07-2015,535,Open,Yes,No Holiday,No,7660.0,2008.58333333
3411,67,2,28-07-2015,996,Open,Yes,No Holiday,No,410.0,2006.16666667
3412,68,2,28-07-2015,1120,Open,Yes,No Holiday,Yes,250.0,2008.58333333
3413,69,2,28-07-2015,1309,Open,Yes,No Holiday,Yes,1130.0,2008.58333333
3414,70,2,28-07-2015,708,Open,Yes,No Holiday,Yes,4840.0,2008.58333333
3415,71,2,28-07-2015,780,Open,Yes,No Holiday,Yes,17500.0,2008.66666667
3416,72,2,28-07-2015,552,Open,Yes,No Holiday,No,2200.0,2010.0
3417,73,2,28-07-2015,509,Open,Yes,No Holiday,Yes,1650.0,2008.75
3418,74,2,28-07-2015,858,Open,Yes,No Holiday,Yes,330.0,2008.58333333
3419,75,2,28-07-2015,629,Open,Yes,No Holiday,Yes,22440.0,2014.0
3420,76,2,28-07-2015,961,Open,Yes,No Holiday,No,19960.0,2006.25
3421,77,2,28-07-2015,668,Open,Yes,No Holiday,Yes,1090.0,2009.66666667
3422,78,2,28-07-2015,536,Open,Yes,No Holiday,Yes,3510.0,2006.91666667
3423,79,2,28-07-2015,762,Open,Yes,No Holiday,No,3320.0,2008.58333333
3424,80,2,28-07-2015,594,Open,Yes,No Holiday,Yes,7910.0,2008.58333333
3425,81,2,28-07-2015,614,Open,Yes,No Holiday,No,2370.0,2011.25
3426,82,2,28-07-2015,875,Open,Yes,No Holiday,Yes,22390.0,2008.33333333
3427,83,2,28-07-2015,326,Open,Yes,No Holiday,Yes,2710.0,2008.58333333
3428,84,2,28-07-2015,1383,Open,Yes,No Holiday,Yes,11810.0,2014.66666667
3429,85,2,28-07-2015,920,Open,Yes,No Holiday,Yes,1870.0,2011.83333333
3430,86,2,28-07-2015,609,Open,Yes,No Holiday,Yes,480.0,2005.16666667
3431,87,2,28-07-2015,770,Open,Yes,No Holiday,Yes,560.0,2011.0
3432,88,2,28-07-2015,705,Open,Yes,No Holiday,Yes,10690.0,2005.83333333
3433,89,2,28-07-2015,702,Open,Yes,No Holiday,No,2380.0,2004.58333333
3434,90,2,28-07-2015,1080,Open,Yes,No Holiday,Yes,330.0,2007.91666667
3435,91,2,28-07-2015,571,Open,Yes,No Holiday,No,2410.0,2008.58333333
3436,92,2,28-07-2015,583,Open,Yes,No Holiday,Yes,240.0,2008.58333333
3437,93,2,28-07-2015,552,Open,Yes,No Holiday,Yes,16690.0,2008.58333333
3438,94,2,28-07-2015,701,Open,Yes,No Holiday,Yes,14620.0,2008.58333333
3439,95,2,28-07-2015,922,Open,Yes,No Holiday,Yes,1890.0,2014.83333333
3440,96,2,28-07-2015,729,Open,Yes,No Holiday,Yes,8780.0,2005.16666667
3441,97,2,28-07-2015,733,Open,Yes,No Holiday,Yes,8980.0,2008.58333333
3442,98,2,28-07-2015,403,Open,Yes,No Holiday,Yes,15140.0,2007.0
3443,99,2,28-07-2015,506,Open,Yes,No Holiday,No,2030.0,2003.91666667
3444,100,2,28-07-2015,716,Open,Yes,No Holiday,No,17930.0,2008.58333333
3445,101,2,28-07-2015,660,Open,Yes,No Holiday,Yes,2440.0,2008.58333333
3446,102,2,28-07-2015,1045,Open,Yes,No Holiday,Yes,150.0,2008.0
3447,103,2,28-07-2015,416,Open,Yes,No Holiday,Yes,5210.0,2015.41666667
3448,104,2,28-07-2015,1248,Open,Yes,No Holiday,Yes,390.0,2009.5
3449,105,2,28-07-2015,576,Open,Yes,No Holiday,No,6190.0,2008.58333333
3450,106,2,28-07-2015,838,Open,Yes,No Holiday,Yes,1390.0,2013.66666667
3451,107,2,28-07-2015,903,Open,Yes,No Holiday,Yes,1930.0,2009.75
